County,Year,Total population,Male Total population,Female Total population,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over
"Cache County, Utah",2013,114181,56867,57314,11189.738,10390.471,9020.299,10504.652,15528.616,9705.385,8106.851,6279.955,5594.869,5023.964,5252.326,5023.964,3425.43,2740.344,2169.439,1712.715,1255.991,1141.81
"Carbon County, Utah",2013,21227,10508,10719,1698.16,1422.209,1676.933,1592.025,1528.344,1337.301,1464.663,1316.074,891.534,1125.031,1485.89,1549.571,1146.258,933.988,679.264,466.994,488.221,403.313
"Daggett County, Utah",2013,830,475,355,53.95,34.86,48.14,35.69,66.4,50.63,58.93,44.82,5.81,52.29,50.63,78.02,73.87,60.59,39.84,32.37,39.84,1.66
"Davis County, Utah",2013,311886,156580,155306,30876.714,30876.714,28693.512,24327.108,20584.476,22767.678,25262.766,22143.906,17777.502,17465.616,17465.616,14970.528,12163.554,8420.922,6549.606,4990.176,3430.746,3118.86
"Duchesne County, Utah",2013,19109,9722,9387,2025.554,1834.464,1605.156,1471.393,1242.085,1452.284,1452.284,1261.194,821.687,993.668,1127.431,1031.886,764.36,592.379,611.488,439.507,248.417,152.872
"Emery County, Utah",2013,10895,5480,5415,936.97,926.075,1013.235,817.125,599.225,653.7,708.175,577.435,577.435,577.435,784.44,729.965,588.33,457.59,403.115,305.06,163.425,76.265
"Ringgold County, Iowa",2013,5123,2706,2417,312.503,348.364,389.348,425.209,271.519,245.904,281.765,286.888,240.781,312.503,348.364,368.856,420.086,292.011,199.797,194.674,87.091,97.337
"Wilson County, Kansas",2013,9269,4743,4526,565.409,565.409,639.561,593.216,463.45,741.52,509.795,695.175,556.14,565.409,704.444,658.099,750.789,389.298,333.684,259.532,176.111,120.497
"Iron County, Utah",2013,46435,23341,23094,4039.845,3900.54,3714.8,4643.5,5525.765,3250.45,2878.97,2600.36,2182.445,2275.315,2321.75,2553.925,1718.095,1485.92,1300.18,882.265,696.525,510.785
"Martin County, Indiana",2013,10300,5324,4976,1019.7,968.2,1163.9,927,535.6,576.8,700.4,597.4,690.1,504.7,545.9,535.6,422.3,391.4,236.9,154.5,154.5,164.8
"Kane County, Utah",2013,7176,3514,3662,423.384,502.32,487.968,373.152,337.272,351.624,409.032,322.92,373.152,416.208,459.264,688.896,617.136,509.496,380.328,287.04,107.64,129.168
"Terry County, Texas",2013,12543,6422,6121,1091.241,1191.585,990.897,1116.327,576.978,652.236,777.666,752.58,514.263,702.408,802.752,740.037,765.123,539.349,464.091,376.29,263.403,213.231
"Morgan County, Utah",2013,9692,4912,4780,911.048,911.048,1066.12,775.36,523.368,455.524,562.136,659.056,542.752,591.212,600.904,552.444,465.216,445.832,203.532,242.3,87.228,77.536
"Taliaferro County, Georgia",2013,1791,896,895,85.968,143.28,179.1,175.518,50.148,48.357,107.46,119.997,93.132,89.55,100.296,87.759,127.161,155.817,94.923,48.357,69.849,12.537
"Rich County, Utah",2013,2279,1154,1125,207.389,195.994,216.505,141.298,95.718,150.414,118.508,141.298,97.997,93.439,152.693,129.903,173.204,116.229,79.765,82.044,54.696,29.627
"Salt Lake County, Utah",2013,1048314,527145,521169,89106.69,85961.748,81768.492,73381.98,79671.864,90155.004,89106.69,74430.294,67092.096,61850.526,61850.526,55560.642,45077.502,31449.42,22014.594,16773.024,12579.768,11531.454
"San Juan County, Utah",2013,14795,7400,7395,1242.78,1464.705,1361.14,1435.115,991.265,813.725,858.11,769.34,902.495,887.7,902.495,887.7,621.39,562.21,429.055,266.31,192.335,221.925
"Sanpete County, Utah",2013,27930,14708,13222,2038.89,2290.26,2318.19,3184.02,2709.21,1564.08,1759.59,1592.01,1424.43,1508.22,1396.5,1396.5,1340.64,1033.41,949.62,530.67,530.67,307.23
"Sevier County, Utah",2013,20798,10532,10266,1684.638,2017.406,1726.234,1643.042,1123.092,1185.486,1455.86,1393.466,852.718,1206.284,1206.284,1351.87,894.314,956.708,769.526,499.152,436.758,395.162
"Summit County, Utah",2013,37232,19147,18085,2420.08,3053.024,2829.632,2755.168,1787.136,2271.152,2308.384,2755.168,2643.472,2978.56,3350.88,2717.936,2271.152,1377.584,819.104,446.784,297.856,148.928
"Tooele County, Utah",2013,59120,29705,29415,5675.52,6444.08,5912,4670.48,3192.48,3724.56,4788.72,4493.12,4020.16,3488.08,3251.6,2601.28,2601.28,1537.12,1123.28,709.44,591.2,413.84
"Uintah County, Utah",2013,33722,17161,16561,3405.922,3237.312,2933.814,2427.984,2293.096,2731.482,2832.648,2360.54,1618.656,1686.1,2023.32,1686.1,1416.324,809.328,910.494,674.44,337.22,303.498
"Utah County, Utah",2013,529262,265651,263611,57689.558,52926.2,48692.104,48692.104,62982.178,43399.484,41282.436,33343.506,26463.1,22758.266,21170.48,18524.17,14290.074,11643.764,8468.192,6880.406,4763.358,4234.096
"White County, Indiana",2013,24542,12356,12186,2306.948,2208.78,2503.284,1865.192,1349.81,1349.81,1791.566,2036.986,1521.604,1570.688,1497.062,1325.268,1055.306,809.886,539.924,417.214,245.42,122.71
"Washington County, Utah",2013,141902,70108,71794,12061.67,12203.572,11352.16,10500.748,9223.63,9081.728,9365.532,7662.708,6811.296,6527.492,7095.1,7378.904,7378.904,7378.904,6101.786,4966.57,3405.648,3405.648
"Webster County, Georgia",2013,2760,1426,1334,168.36,278.76,240.12,204.24,104.88,118.68,143.52,179.4,138,160.08,195.96,231.84,143.52,179.4,91.08,77.28,38.64,66.24
"Weber County, Utah",2013,233871,117566,116305,20346.777,18709.68,19879.035,16838.712,17540.325,18943.551,18008.067,15669.357,13096.776,13564.518,14266.131,12862.905,9822.582,7717.743,5379.033,4677.42,3274.194,3274.194
"Manassas city, Virginia",2013,36811,18405,18406,1619.684,2024.605,2098.227,3165.746,3092.124,1693.306,1803.739,1840.55,2576.77,2834.447,3055.313,3055.313,2539.959,1840.55,1214.763,993.897,662.598,699.409
"Bennington County, Vermont",2013,36871,17905,18966,1843.55,2101.647,1991.034,2580.97,2212.26,1732.937,1659.195,1843.55,2249.131,2728.454,3134.035,3023.422,2654.712,1991.034,1696.066,1327.356,1106.13,958.646
"Caledonia County, Vermont",2013,31157,15467,15690,1620.164,1838.263,1962.891,2274.461,1962.891,1620.164,1682.478,1775.949,1900.577,2243.304,2461.403,2710.659,2118.676,1713.635,1028.181,810.082,747.768,747.768
"Chittenden County, Vermont",2013,157637,76915,80722,7724.213,8354.761,8827.672,13872.056,16709.522,11034.59,9931.131,8985.309,10561.679,11349.864,12295.686,10561.679,8670.035,6147.843,4098.562,3152.74,2679.829,2679.829
"Essex County, Vermont",2013,6276,3166,3110,276.144,320.076,370.284,351.456,269.868,257.316,276.144,320.076,433.044,489.528,539.736,546.012,533.46,414.216,345.18,232.212,138.072,156.9
"Franklin County, Vermont",2013,48019,23830,24189,2977.178,3121.235,3313.311,3313.311,2448.969,2689.064,3025.197,3313.311,3505.387,3937.558,3985.577,3553.406,2833.121,2016.798,1440.57,1152.456,912.361,576.228
"Grand Isle County, Vermont",2013,6984,3487,3497,307.296,363.168,398.088,433.008,307.296,300.312,356.184,335.232,558.72,600.624,670.464,635.544,642.528,439.992,244.44,146.664,125.712,104.76
"Lamoille County, Vermont",2013,24670,12291,12379,1480.2,1406.19,1578.88,1726.9,1578.88,1381.52,1554.21,1554.21,1751.57,1825.58,2022.94,1998.27,1381.52,1110.15,888.12,542.74,518.07,345.38
"Orange County, Vermont",2013,28966,14400,14566,1448.3,1593.13,1766.926,1940.722,1535.198,1448.3,1535.198,1622.096,1882.79,2288.314,2635.906,2346.246,2346.246,1593.13,1042.776,811.048,521.388,550.354
"Orleans County, Vermont",2013,27184,13572,13612,1413.568,1440.752,1794.144,1685.408,1467.936,1413.568,1440.752,1413.568,1794.144,1902.88,2120.352,2392.192,1848.512,1658.224,1196.096,761.152,706.784,706.784
"Rutland County, Vermont",2013,61270,30264,31006,2695.88,2940.96,3676.2,4227.63,4166.36,3186.04,2940.96,3002.23,4043.82,4779.06,5207.95,5207.95,4595.25,3492.39,2450.8,1838.1,1531.75,1347.94
"Washington County, Vermont",2013,59427,29453,29974,3030.777,3327.912,3446.766,4100.463,3684.474,2971.35,3327.912,3446.766,4278.744,4635.306,4991.868,5110.722,4159.89,2911.923,2020.518,1663.956,1188.54,1188.54
"Windham County, Vermont",2013,44216,21701,22515,2078.152,2343.448,2520.312,2785.608,2520.312,2387.664,2255.016,2343.448,2741.392,3404.632,3891.008,3846.792,3669.928,2476.096,1768.64,1282.264,928.536,1016.968
"Marion County, West Virginia",2013,56416,27688,28728,2651.552,3046.464,3159.296,3215.712,2482.304,3215.712,3046.464,2651.552,3836.288,4287.616,4964.608,4795.36,4513.28,3384.96,2482.304,1805.312,1410.4,1353.984
"Accomack County, Virginia",2013,33289,16168,17121,2030.629,2163.785,1697.739,1697.739,1897.473,1797.606,1897.473,1964.051,1597.872,2263.652,2629.831,2729.698,2430.097,2130.496,1564.583,1298.271,832.225,665.78
"Albemarle County, Virginia",2013,100636,48194,52442,5635.616,5937.524,6440.704,9057.24,6641.976,6943.884,5836.888,5333.708,6742.612,6843.248,7245.792,7447.064,5534.98,4126.076,3622.896,2616.536,2314.628,2213.992
"Alleghany County, Virginia",2013,16240,7943,8297,714.56,1039.36,909.44,1006.88,730.8,665.84,747.04,779.52,1218,1153.04,1315.44,1380.4,1071.84,1201.76,844.48,552.16,454.72,454.72
"Amelia County, Virginia",2013,12712,6253,6459,762.72,826.28,610.176,927.976,572.04,673.736,483.056,1016.96,699.16,1131.368,1080.52,851.704,1004.248,902.552,419.496,355.936,165.256,228.816
"Amherst County, Virginia",2013,32244,15378,16866,1773.42,1644.444,1999.128,2418.3,2095.86,1708.932,1579.956,1773.42,2095.86,2418.3,2611.764,2224.836,2353.812,1934.64,1257.516,1193.028,612.636,580.392
"Appomattox County, Virginia",2013,15054,7162,7892,827.97,993.564,948.402,843.024,767.754,903.24,858.078,827.97,948.402,1113.996,1174.212,1053.78,1098.942,933.348,587.106,632.268,240.864,316.134
"Arlington County, Virginia",2013,214861,107385,107476,12461.938,9883.606,7734.996,7520.135,16114.575,33948.038,25998.181,18263.185,16114.575,13965.965,12676.799,11602.494,9668.745,6445.83,4512.081,3008.054,2148.61,2793.193
"Lynchburg city, Virginia",2013,73726,37584,36142,3612.574,4054.93,4792.19,4571.012,3907.478,3907.478,4054.93,4128.656,5603.176,5898.08,5971.806,5750.628,5013.368,4202.382,3170.218,2138.054,1843.15,1105.89
"Bath County, Virginia",2013,4686,2200,2486,323.334,220.242,313.962,168.696,224.928,159.324,173.382,192.126,412.368,328.02,595.122,290.532,318.648,384.252,224.928,140.58,93.72,126.522
"Bedford County, Virginia",2013,69175,34175,35000,3320.4,4150.5,4634.725,4288.85,3251.225,2974.525,3251.225,3942.975,5118.95,5534,6087.4,5810.7,4911.425,4012.15,3320.4,2075.25,1452.675,968.45
"Bland County, Virginia",2013,6795,3840,2955,285.39,258.21,421.29,319.365,373.725,373.725,414.495,502.83,557.19,502.83,516.42,543.6,496.035,421.29,332.955,210.645,122.31,142.695
"Botetourt County, Virginia",2013,33076,16283,16793,1521.496,1719.952,2513.776,2149.94,1422.268,1289.964,1389.192,1554.572,2546.852,2745.308,3009.916,2613.004,2679.156,1918.408,1554.572,1323.04,562.292,529.216
"Brunswick County, Virginia",2013,17220,9009,8211,792.12,929.88,843.78,1239.84,1222.62,1136.52,1050.42,826.56,1239.84,1239.84,1291.5,1257.06,1170.96,861,774.9,619.92,396.06,309.96
"Buchanan County, Virginia",2013,23920,12079,11841,1076.4,1243.84,1196,1339.52,1315.6,1411.28,1363.44,1459.12,1650.48,1913.6,2009.28,1985.36,1770.08,1435.2,1172.08,789.36,454.48,382.72
"Buckingham County, Virginia",2013,17126,9433,7693,924.804,839.174,924.804,924.804,1027.56,1267.324,1061.812,1164.568,1301.576,1370.08,1387.206,1096.064,1301.576,839.174,719.292,376.772,274.016,325.394
"Campbell County, Virginia",2013,54967,26567,28400,2858.284,3023.185,3627.822,3682.789,3682.789,3133.119,2858.284,3572.855,3627.822,4067.558,4342.393,3407.954,4067.558,2748.35,2528.482,1703.977,1044.373,1099.34
"Caroline County, Virginia",2013,28757,14136,14621,1869.205,2041.747,1754.177,1725.42,1782.934,1782.934,1811.691,2070.504,1897.962,2041.747,2271.803,2070.504,1696.663,1351.579,948.981,517.626,546.383,517.626
"Carroll County, Virginia",2013,29979,14998,14981,1379.034,1498.95,2098.53,1678.824,1438.992,1379.034,1438.992,1948.635,1978.614,2218.446,2248.425,2488.257,2188.467,1858.698,1588.887,1109.223,689.517,749.475
"Charles City County, Virginia",2013,7205,3533,3672,288.2,288.2,453.915,381.865,345.84,367.455,353.045,381.865,482.735,634.04,662.86,598.015,655.655,533.17,280.995,216.15,144.1,136.895
"Charlotte County, Virginia",2013,12478,6188,6290,736.202,885.938,698.768,786.114,773.636,598.944,524.076,648.856,786.114,898.416,1010.718,860.982,910.894,786.114,524.076,336.906,411.774,324.428
"Chesterfield County, Virginia",2013,320430,154278,166152,19546.23,22109.67,24673.11,24993.54,18584.94,18264.51,20187.09,21468.81,24032.25,24993.54,24673.11,22750.53,18264.51,13137.63,8331.18,5767.74,4165.59,4165.59
"Clarke County, Virginia",2013,14191,6934,7257,709.55,823.078,979.179,894.033,638.595,553.449,737.932,752.123,964.988,1262.999,1262.999,1177.853,979.179,908.224,496.685,482.494,326.393,241.247
"Craig County, Virginia",2013,5199,2522,2677,311.94,415.92,395.124,291.144,103.98,192.363,254.751,270.348,405.522,306.741,431.517,462.711,483.507,395.124,145.572,109.179,145.572,88.383
"Culpeper County, Virginia",2013,47330,23864,23466,3218.44,3739.07,3218.44,3218.44,2508.49,2792.47,3076.45,3218.44,3360.43,3786.4,3549.75,3029.12,2745.14,2224.51,1372.57,946.6,615.29,757.28
"Cumberland County, Virginia",2013,9943,4916,5027,596.58,517.036,676.124,606.523,785.497,467.321,457.378,616.466,705.953,705.953,705.953,606.523,785.497,616.466,367.891,377.834,198.86,159.088
"Page County, Iowa",2013,15749,7957,7792,850.446,881.944,960.689,881.944,850.446,881.944,976.438,913.442,1070.932,1133.928,1259.92,1023.685,1338.665,897.693,740.203,519.717,377.976,204.737
"Palo Pinto County, Texas",2013,27977,13757,14220,1482.781,1762.551,1734.574,1874.459,1818.505,1538.735,1538.735,1902.436,1874.459,2322.091,2378.045,1790.528,1902.436,1370.873,1091.103,839.31,419.655,335.724
"Essex County, Virginia",2013,11180,5291,5889,603.72,592.54,693.16,726.7,838.5,436.02,368.94,536.64,1006.2,804.96,872.04,782.6,860.86,670.8,491.92,402.48,223.6,234.78
"Fairfax County, Virginia",2013,1101071,544565,556506,74872.828,73771.757,72670.686,70468.544,61659.976,79277.112,81479.254,80378.183,85883.538,88085.68,85883.538,72670.686,61659.976,40739.627,27526.775,18718.207,13212.852,13212.852
"Fauquier County, Virginia",2013,66015,32462,33553,3828.87,5017.14,4489.02,4621.05,3300.75,3168.72,3300.75,3894.885,5017.14,5743.305,5743.305,4423.005,4423.005,3366.765,2244.51,1386.315,1320.3,792.18
"Floyd County, Virginia",2013,15371,7621,7750,814.663,983.744,860.776,891.518,676.324,707.066,968.373,953.002,1045.228,1106.712,1137.454,999.115,1398.761,953.002,737.808,430.388,368.904,338.162
"Fluvanna County, Virginia",2013,25860,11752,14108,1474.02,2017.08,1293,1318.86,1370.58,1448.16,1758.48,1758.48,1836.06,2120.52,1887.78,1732.62,1577.46,1474.02,1137.84,827.52,310.32,543.06
"Franklin County, Virginia",2013,56195,27742,28453,2865.945,3034.53,3427.895,3708.87,3034.53,2753.555,2753.555,3034.53,3765.065,4214.625,4383.21,4383.21,4270.82,3765.065,2641.165,1742.045,1461.07,842.925
"Frederick County, Virginia",2013,79453,39466,39987,4846.633,5561.71,5720.616,5164.445,4290.462,4767.18,4608.274,5561.71,5958.975,6594.599,6038.428,4767.18,5005.539,3734.291,2621.949,2145.231,1271.248,953.436
"Beadle County, South Dakota",2013,17111,8314,8797,941.105,923.994,1095.104,1043.771,1009.549,804.217,906.883,1026.66,1214.881,1300.436,1180.659,1146.437,1317.547,1009.549,821.328,547.552,444.886,359.331
"Gloucester County, Virginia",2013,36868,18112,18756,1843.4,1843.4,2580.76,2580.76,2064.608,1990.872,2101.476,2285.816,2248.948,2949.44,3354.988,2875.704,2433.288,2064.608,1400.984,995.436,589.888,589.888
"Goochland County, Virginia",2013,21565,10722,10843,948.86,1207.64,1337.03,1207.64,862.6,819.47,1099.815,1229.205,1746.765,1876.155,2027.11,1811.46,1854.59,1229.205,1013.555,690.08,323.475,301.91
"Grayson County, Virginia",2013,15377,7460,7917,691.965,707.342,861.112,937.997,707.342,676.588,784.227,814.981,999.505,1153.275,1184.029,1245.537,1230.16,1076.39,784.227,568.949,522.818,415.179
"Eastland County, Texas",2013,18577,9132,9445,1430.429,1318.967,1188.928,1077.466,984.581,1077.466,1151.774,1040.312,1486.16,1560.468,1318.967,1133.197,1207.505,1003.158,631.618,352.963,334.386,315.809
"Greensville County, Virginia",2013,12078,7517,4561,555.588,519.354,591.822,543.51,905.85,785.07,893.772,917.928,1147.41,1087.02,930.006,821.304,760.914,519.354,434.808,410.652,169.092,72.468
"Halifax County, Virginia",2013,35938,17116,18822,1940.652,1760.962,2695.35,2264.094,1832.838,1725.024,1689.086,1904.714,2228.156,2407.846,2731.288,2946.916,2587.536,2335.97,1617.21,1257.83,1006.264,934.388
"Hanover County, Virginia",2013,100328,49116,51212,5116.728,6320.664,8026.24,7825.584,5618.368,4314.104,4715.416,5919.352,7725.256,8628.208,8828.864,7624.928,5919.352,4815.744,3110.168,2608.528,1705.576,1504.92
"Henrico County, Virginia",2013,311314,146569,164745,20235.41,20546.724,20858.038,19924.096,18367.526,22725.922,22103.294,20858.038,22725.922,23037.236,23037.236,20235.41,17122.27,11829.932,8716.792,6537.594,5914.966,6537.594
"Henry County, Virginia",2013,53451,25613,27838,2832.903,2886.354,3207.06,3100.158,2779.452,2619.099,2726.001,2993.256,3581.217,4062.276,4222.629,3955.374,3688.119,3313.962,2726.001,1924.236,1496.628,1336.275
"Faulk County, South Dakota",2013,2276,1058,1218,50.072,66.004,104.696,97.868,95.592,31.864,93.316,84.212,91.04,141.112,157.044,225.324,298.156,266.292,218.496,143.388,63.728,45.52
"Greenbrier County, West Virginia",2013,35373,17306,18067,1768.65,2334.618,2122.38,2299.245,1839.396,1627.158,1697.904,1874.769,2546.856,3148.197,3360.435,2759.094,2582.229,1980.888,1238.055,1061.19,601.341,565.968
"James City County, Virginia",2013,68171,32970,35201,3476.721,4090.26,4226.602,4226.602,3340.379,3544.892,3408.55,3408.55,4362.944,4908.312,5044.654,4703.799,4976.483,4840.141,3340.379,2590.498,2045.13,1772.446
"King and Queen County, Virginia",2013,7020,3828,3192,491.4,505.44,266.76,203.58,463.32,322.92,322.92,505.44,428.22,659.88,414.18,554.58,589.68,407.16,407.16,273.78,154.44,56.16
"King George County, Virginia",2013,24151,12073,12078,1787.174,1883.778,1738.872,1763.023,1376.607,1400.758,1521.513,1666.419,1859.627,2052.835,1932.08,1304.154,1352.456,966.04,627.926,555.473,241.51,144.906
"King William County, Virginia",2013,15959,7769,8190,989.458,1149.048,1228.843,925.622,813.909,1005.417,957.54,941.581,1276.72,1420.351,1101.171,1053.294,1005.417,606.442,702.196,367.057,175.549,223.426
"Coosa County, Alabama",2013,11303,5324,5979,429.514,384.302,621.665,508.635,474.726,553.847,282.575,429.514,553.847,565.15,904.24,836.422,1118.997,1062.482,768.604,599.059,519.938,666.877
"Lee County, Virginia",2013,25497,13333,12164,1300.347,1351.341,1504.323,1402.335,1453.329,1529.82,1733.796,1937.772,1682.802,1784.79,1912.275,2014.263,1555.317,1555.317,1019.88,713.916,560.934,433.449
"Loudoun County, Virginia",2013,326477,161459,165018,27750.545,29382.93,27424.068,20894.528,13712.034,18935.666,25465.206,29056.453,31015.315,28403.499,22853.39,16650.327,12079.649,8488.402,5223.632,3591.247,2938.293,2285.339
"Louisa County, Virginia",2013,33384,16425,16959,1936.272,2036.424,2003.04,1902.888,1635.816,1802.736,2036.424,2003.04,2270.112,2770.872,2837.64,2403.648,2670.72,1802.736,1435.512,767.832,600.912,467.376
"Lunenburg County, Virginia",2013,12759,6850,5909,650.709,752.781,663.468,740.022,740.022,586.914,727.263,842.094,816.576,944.166,1007.961,1007.961,1007.961,740.022,574.155,370.011,370.011,229.662
"Madison County, Virginia",2013,13249,6543,6706,728.695,874.434,781.691,914.181,543.209,649.201,622.703,556.458,900.932,1073.169,1165.912,847.936,1033.422,834.687,688.948,384.221,331.225,304.727
"Mathews County, Virginia",2013,8943,4288,4655,214.632,429.264,482.922,536.58,375.606,456.093,196.746,366.663,626.01,679.668,724.383,617.067,858.528,679.668,661.782,366.663,232.518,447.15
